No,Category,Job,What is,what does,Responsibilities description,Job brief,Responsibilities,Requirements
186,IT and Development,PHP Developer,,,Writing clean  fast PHP to a high standard  in a timely and scalable way Producing detailed specifications Troubleshooting  testing and maintaining the core product software and databases,We are looking for a PHP Developer who is dedicated to the craft  writes code that they are proud of and can hit the ground running. What does a PHP Developer do? A PHP Developer writes beautiful  fast PHP to a high standard  in a timely and scalable way that improves the code-base of our products in meaningful ways. You will be a part of a full-stack creative team that is responsible for all aspects of the ongoing software development from the initial specification  through to developing  testing and launching. ,Write “clean”  well-designed code Produce detailed specifications Troubleshoot  test and maintain the core product software and databases to ensure strong optimization and functionality Contribute in all phases of the development lifecycle Follow industry best practices Develop and deploy new features to facilitate related procedures and tools if necessary,Proven software development experience in PHP Understanding of open source projects like Joomla  Drupal  Wikis  osCommerce  etc Demonstrable knowledge of web technologies including HTML  CSS  Javascript  AJAX etc Good knowledge of relational databases  version control tools and of developing web services Experience in common third-party APIs (Google  Facebook  Ebay etc) Passion for best design and coding practices and a desire to develop new bold ideas BS/MS degree in Computer Science  Engineering or a related subject
187,IT and Development,Computer Technician,,,Setting up hardware and installing and configure software and drivers Maintaining and repairing technological equipment (e.g. routers) or peripheral devices Installing well-functioning LAN/WAN and other networks and manage components (servers  IPs etc.),We are looking for a qualified Computer Technician to install  maintain and repair computers and networks. You will be the one to ensure that adequate IT infrastructure is in place and is used to its maximum capabilities. As a computer technician you must be well-versed in computer systems and network functions. The ideal candidate will be able to work diligently and accurately and will possess a great problem-solving ability in order to fix issues and ensure functionality. The goal is to install and maintain high quality networks and computer systems. ,Set up hardware and install and configure software and drivers Maintain and repair technological equipment (e.g. routers) or peripheral devices Install well-functioning LAN/WAN and other networks and manage components (servers  IPs etc.) Manage security options and software in computers and networks to maintain privacy and protection from attacks Perform regular upgrades to ensure systems remain updated Troubleshoot system failures or bugs and provide solutions to restore functionality Arrange maintenance sessions to discover and mend inefficiencies Keep records of repairs and fixes for future reference Offer timely technical support and teach users how to utilize computers correctly,Proven experience as computer technician or similar role Experience with LAN/WAN networks Thorough knowledge of computer systems and IT components Good knowledge of internet security and data privacy principles Excellent troubleshooting skills Very good communication abilities Exceptional organizing and time-management skills BSc/BA in Computer Science  engineering or relevant field Relevant certifications (e.g. CompTIA A+) will be an advantage
188,IT and Development,System Security Engineer,,,Engineering  implementing and monitoring security measures for the protection of computer systems  networks and information Identifying and defining system security requirements Designing computer security architecture and developing detailed cyber security designs,We are looking for a capable System Security Engineer  who enjoys security work and possesses both deep and wide expertise in the security space. You will make things more secure by protecting system boundaries  keeping computer systems and network devices hardened against attacks and securing highly sensitive data. Qualified candidates will have a background in Security or Systems Engineering. ,Engineer  implement and monitor security measures for the protection of computer systems  networks and information Identify and define system security requirements Design computer security architecture and develop detailed cyber security designs Prepare and document standard operating procedures and protocols Configure and troubleshoot security infrastructure devices Develop technical solutions and new security tools to help mitigate security vulnerabilities and automate repeatable tasks Ensure that the company knows as much as possible  as quickly as possible about security incidents Write comprehensive reports including assessment-based findings  outcomes and propositions for further system security enhancement,Proven work experience as a System Security Engineer or Information Security Engineer Experience in building and maintaining security systems Detailed technical knowledge of database and operating system security Hands on experience in security systems  including firewalls  intrusion detection systems  anti-virus software  authentication systems  log management  content filtering  etc Experience with network security and networking technologies and with system  security  and network monitoring tools Thorough understanding of the latest security principles  techniques  and protocols Familiarity with web related technologies (Web applications  Web Services  Service Oriented Architectures) and of network/web related protocols Problem solving skills and ability to work under pressure BS degree in Computer Science or related field
189,IT and Development,Software Security Engineer,,,Implementing  testing and operating advanced software security techniques in compliance with technical reference architecture Performing on-going security testing and code review to improve software security Troubleshooting and debugging issues that arise,We are looking for a skilled Security Engineer to analyze software designs and implementations from a security perspective  and identify and resolve security issues. You will include the appropriate security analysis  defences and countermeasures at each phase of the software development lifecycle  to result in robust and reliable software. ,Implement  test and operate advanced software security techniques in compliance with technical reference architecture Perform on-going security testing and code review to improve software security Troubleshoot and debug issues that arise Provide engineering designs for new software solutions to help mitigate security vulnerabilities Contribute to all levels of the architecture Maintain technical documentation Consult team members on secure coding practices Develop a familiarity with new tools and best practices,Proven work experience as a software security engineer Detailed technical knowledge of techniques  standards and state-of-the art capabilities for authentication and authorization  applied cryptography  security vulnerabilities and remediation Software development experience in one of the following core languages: Ruby on Rails  Java  Javascript and .NET Adequate knowledge of web related technologies (Web applications  Web Services and Service Oriented Architectures) and of network/web related protocols Interest in all aspects of security research and development BS degree in Computer Science or related field
190,IT and Development,Web Developer,,,Writing well designed  testable  efficient code by using best software development practices Creating website layout/user interfaces by using standard HTML/CSS practices Integrating data from various back-end services and databases,We are looking for an outstanding Web Developer to be responsible for the coding  innovative design and layout of our website. Web developer responsibilities include building our website from concept all the way to completion from the bottom up  fashioning everything from the home page to site layout and function. ,Write well designed  testable  efficient code by using best software development practices Create website layout/user interface by using standard HTML/CSS practices Integrate data from various back-end services and databases Gather and refine specifications and requirements based on technical needs Create and maintain software documentation Be responsibile for maintaining  expanding  and scaling our site Stay plugged into emerging technologies/industry trends and apply them into operations and activities Cooperate with web designers to match visual design intent,Proven working experience in web programming Top-notch programming skills and in-depth knowledge of modern HTML/CSS Familiarity with at least one of the following programming languages: PHP  ASP.NET  Javascript or Ruby on Rails A solid understanding of how web applications work including security  session management  and best development practices Adequate knowledge of relational database systems  Object Oriented Programming and web application development Hands-on experience with network diagnostics  network analytics tools Basic knowledge of Search Engine Optimization process Aggressive problem diagnosis and creative problem solving skills Strong organizational skills to juggle multiple tasks within the constraints of  timelines and budgets with business acumen Ability to work and thrive in a fast-paced environment  learn rapidly and master diverse web technologies and techniques. BS in computer science or a related field
191,IT and Development,Android Developer,,,Designing and developing advanced applications for the Android platform Unit-testing code for robustness  including edge cases  usability  and general reliability Bug fixing and improving application performance,We are looking for an Android Developer who possesses a passion for pushing mobile technologies to the limits. This Android app developer will work with our team of talented engineers to design and build the next generation of our mobile applications. Android programming works closely with other app development and technical teams. ,Design and build advanced applications for the Android platform Collaborate with cross-functional teams to define  design  and ship new features Work with outside data sources and APIs Unit-test code for robustness  including edge cases  usability  and general reliability Work on bug fixing and improving application performance Continuously discover  evaluate  and implement new technologies to maximize development efficiency,BS/MS degree in Computer Science  Engineering or a related subject Proven software development experience and Android skills development Proven working experience in Android app development and Have published at least one original Android app Experience with Android SDK Experience working with remote data via REST and JSON Experience with third-party libraries and APIs Working knowledge of the general mobile landscape  architectures  trends  and emerging technologies Solid understanding of the full mobile development life cycle.
192,IT and Development,Data Analyst,,,Interpreting data  analyzing results using statistical techniques Developing and implementing data analyses  data collection systems and other strategies that optimize statistical efficiency and quality Acquiring data from primary or secondary data sources and maintaining databases,We are looking for a passionate certified Data Analyst. The successful candidate will turn data into information  information into insight and insight into business decisions. Data Analyst Job Duties Data analyst responsibilities include conducting full lifecycle analysis to include requirements  activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. ,Interpret data  analyze results using statistical techniques and provide ongoing reports Develop and implement databases  data collection systems  data analytics and other strategies that optimize statistical efficiency and quality Acquire data from primary or secondary data sources and maintain databases/data systems Identify  analyze  and interpret trends or patterns in complex data sets Filter and “clean” data by reviewing computer reports  printouts  and performance indicators to locate and correct code problems Work with management to prioritize business and information needs Locate and define new process improvement opportunities,Proven working experience as a Data Analyst or Business Data Analyst Technical expertise regarding data models  database design development  data mining and segmentation techniques Strong knowledge of and experience with reporting packages (Business Objects etc)  databases (SQL etc)  programming (XML  Javascript  or ETL frameworks) Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel  SPSS  SAS etc) Strong analytical skills with the ability to collect  organize  analyze  and disseminate significant amounts of information with attention to detail and accuracy Adept at queries  report writing and presenting findings BS in Mathematics  Economics  Computer Science  Information Management or Statistics
193,IT and Development,IT Technician,,,Setting up workstations with computers and necessary peripheral devices Checking computer hardware (HDD  mouses  keyboards etc.) to ensure functionality Installing and configuring appropriate software and functions according to specifications,We are looking for a qualified IT Technician that will install and maintain computer systems and networks aiming for the highest functionality. You will also “train” users of the systems to make appropriate and safe usage of the IT infrastructure. A successful IT Technician must have a thorough knowledge of computer software and hardware and a variety of internet applications  networks and operating systems. The ideal candidate will also have great troubleshooting abilities and attention to detail. The goal is to build and maintain updated and efficient computer systems and networks to optimize the role of technology on business sustainability. ,Set up workstations with computers and necessary peripheral devices (routers  printers etc.) Check computer hardware (HDD  mouses  keyboards etc.) to ensure functionality Install and configure appropriate software and functions according to specifications Develop and maintain local networks in ways that optimize performance Ensure security and privacy of networks and computer systems Provide orientation and guidance to users on how to operate new software and computer equipment Organize and schedule upgrades and maintenance without deterring others from completing their work Perform troubleshooting to diagnose and resolve problems (repair or replace parts  debugging etc.) Maintain records/logs of repairs and fixes and maintenance schedule Identify computer or network equipment shortages and place orders,Proven experience as IT Technician or relevant position Excellent diagnostic and problem solving skills Excellent communication ability Outstanding organizational and time-management skills In depth understanding of diverse computer systems and networks Good knowledge of internet security and data privacy principles Degree in Computer Science  engineering or relevant field Certification as IT Technician will be an advantage (e.g. CompTIA A+  Microsoft Certified IT Professional)
194,IT and Development,Network Technician,,,Designing and installing well-functioning computer networks  connections and cabling Performing troubleshooting to system failures and identify bottlenecks to ensure long term efficiency of network Testing and configuring software and maintain and repair hardware and peripheral devices,We are looking for a skilled Network Technician to undertake tasks of network development and maintenance. You will be responsible for designing the network in ways that optimize its performance. The ideal candidate will be a competent individual with great passion for technology. An analytical mindset will be essential for effective troubleshooting and improving the network’s functions. The goal is to create and sustain a well-functioning and reliable network to ensure the unobtrusive operation of business. ,Design and install well-functioning computer networks  connections and cabling Perform troubleshooting to system failures and identify bottlenecks to ensure long term efficiency of network Inspect LAN infrastructure and fix minor or major problems/bugs Test and configure software and maintain and repair hardware and peripheral devices Evaluate network performance and find ways of improvement Organize and schedule upgrades and maintenance without deterring others from completing their own work Do regular data backups to protect the organization’s information Provide technical direction to co-workers on computer and network usage and offer comprehensive advice and instructions,Proven experience as network technician or relevant position Outstanding diagnostic  problem-solving and analytical skills Good communication skills Good knowledge of LAN/WAN networks  TCP/IP protocols and network technologies Hands-on experience with common software and hardware CCENT/CCNA qualifications are strongly preferred BSc/BA in computer science  computer engineering or relevant field
195,IT and Development,Network Engineer,,,Monitoring network engineering performance and ensure system availability and reliability Configuring and installing various network devices and services (e.g.  routers  switches  firewalls  load balancers  VPN  QoS) Performing network maintenance and system upgrades including service packs  patches  hot fixes and security configurations,We are looking for a Network Engineer to design  implement  maintain  and support our growing network infrastructure. You will be part of a systems engineering team that is responsible for designing and developing scalable  maintainable  highly available network architectures that meet business objectives and SLAs. ,Configure and install various network devices and services (e.g.  routers  switches  firewalls  load balancers  VPN  QoS) Perform network maintenance and system upgrades including service packs  patches  hot fixes and security configurations Monitor performance and ensure system availability and reliability Monitor system resource utilization  trending  and capacity planning Provide Level-2/3 support and troubleshooting to resolve issues Work within established configuration and change management policies to ensure awareness  approval and success of changes made to the network infrastructure Select and implement security tools  policies  and procedures in conjunction with the company’s security team Liaise with vendors and other IT personnel for problem resolution,Proven hands-on network engineering experience CCNP or higher (CCIE and/or CISSP highly valued) Deep understanding of networking protocols (e.g.  IPSEC  HSRP  BGP  OSPF  802.11  QoS) Solid understanding of the OSI or TCP/IP model Hands-on experience with monitoring  network diagnostic and network analytics tools University degree in Computer Science or a related subject
196,IT and Development,Technical Writer,,,Producing high-quality documentation that is appropriate for its intended audience Working with internal teams on product and documentation requirements Writing easy-to-understand user interface text  online help and developer guides,We are looking for a Technical Writer to produce high-quality documentation that contributes to the overall success of our products. You will join a team of talented tech writers who work collaboratively with developers  quality engineers  product managers  and usability experts to make our products easier to use. ,Work with internal teams to obtain an in-depth understanding of the product and the documentation requirements Produce high-quality documentation that meets applicable standards and is appropriate for its intended audience Write easy-to-understand user interface text  online help and developer guides Create tutorials to help end-users use a variety of applications Analyze existing and potential content  focusing on reuse and single-sourcing opportunities Create and maintain the information architecture,Proven working experience in technical writing of software documentation Ability to deliver high quality documentation paying attention to detail Ability to quickly grasp complex technical concepts and make them easily understandable in text and pictures Excellent written skills in English Strong working knowledge of Microsoft Office Basic familiarity with the SDLC and software development University degree in Computer Science  Engineering or equivalent preferred
197,IT and Development,Java Developer,,,Designing and developing high-volume  low-latency applications for mission-critical systems and delivering high-availability and performance Contributing in all phases of the development lifecycle Writing well designed  testable  efficient code,We are looking for a Java Developer with experience in building high-performing  scalable  enterprise-grade applications. You will be part of a talented software team that works on mission-critical applications. Java developer roles and responsibilities include managing Java/Java EE application development while providing expertise in the full software development lifecycle  from concept and design to testing. Java developer responsibilities include designing  developing and delivering high-volume  low-latency applications for mission-critical systems. ,Contribute in all phases of the development lifecycle Write well designed  testable  efficient code Ensure designs are in compliance with specifications Prepare and produce releases of software components Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review,BS/MS degree in Computer Science  Engineering or a related subject Proven hands-on Software Development experience Proven working experience in Java development Hands on experience in designing and developing applications using Java EE platforms Object Oriented analysis and design using common design patterns. Profound insight of Java and JEE internals (Classloading  Memory Management  Transaction management etc) Excellent knowledge of Relational Databases  SQL and ORM technologies (JPA2  Hibernate) Experience in the Spring Framework Experience as a Sun Certified Java Developer Experience in developing web applications using at least one popular web framework (JSF  Wicket  GWT  Spring MVC) Experience with test-driven development
198,IT and Development,QA Engineer,,,Reviewing quality specifications and technical design documents to provide timely and meaningful feedback Creating detailed  comprehensive and well-structured test plans and test cases Estimating  prioritizing  planning and coordinating quality testing activities,We are looking for a Quality Assurance (QA) engineer to develop and execute exploratory and automated tests to ensure product quality. QA engineer responsibilities include designing and implementing tests  debugging and defining corrective actions. You will also review system requirements and track quality assurance metrics (e.g. defect densities and open defect counts.) The QA technician role plays an important part in our company’s product development process. Our ideal candidate will be responsible for conducting tests before product launches to ensure software runs smoothly and meets client needs  while being cost-effective. If you hold an engineering background and enjoy providing end-to-end solutions to software quality problems  we’d like to meet you. Ultimately  you should monitor all stages of software development to identify and resolve system malfunctions to meet quality standards. ,Review requirements  specifications and technical design documents to provide timely and meaningful feedback Create detailed  comprehensive and well-structured test plans and test cases Estimate  prioritize  plan and coordinate testing activities Design  develop and execute automation scripts using open source tools Identify  record  document thoroughly and track bugs Perform thorough regression testing when bugs are resolved Develop and apply testing processes for new and existing products to meet client needs Liaise with internal teams (e.g. developers and product managers) to identify system requirements Monitor debugging process results Investigate the causes of non-conforming software and train users to implement solutions Track quality assurance metrics  like defect densities and open defect counts Stay up-to-date with new testing tools and test strategies,Proven work experience in software development Proven work experience in software quality assurance Strong knowledge of software QA methodologies  tools and processes Experience in writing clear  concise and comprehensive test plans and test cases Hands-on experience with both white box and black box testing Hands-on experience with automated testing tools Solid knowledge of SQL and scripting Experience working in an Agile/Scrum development process Experience with performance and/or security testing is a plus BS/MS degree in Computer Science  Engineering or a related subject
199,IT and Development,Ruby on Rails Developer,,,Writing clean  maintainable and efficient code Designing robust  scalable and secure features Contributing in all phases of the development lifecycle,Do you like writing mean and clean Ruby code? Come join our team and help us build amazing things. We’re looking for someone with a passion for programming and for writing beautiful code. You will join a team of exceptional developers working in a fast-paced environment to deliver world-class software. ,Write clean  maintainable and efficient code Design robust  scalable and secure features Contribute in all phases of the development lifecycle Follow best practices (test-driven development  continuous integration  SCRUM  refactoring and code standards) Drive continuous adoption and integration of relevant new technologies into design,Proven work experience as a Ruby on Rails developer Proven work experience in software development Demonstrable knowledge of front-end technologies such as JavaScript  HTML  CSS and JQuery Experience developing highly interactive applications A firm grasp of object oriented analysis and design Passion for writing great  simple  clean  efficient code Good knowledge of relational databases Working knowledge of NoSQL databases BS/MS degree in Computer Science  Engineering or in related field
200,IT and Development,iOS Developer,,,Designing and building advanced applications for the iOS platform Collaborating with cross-functional teams to define  design  and ship new features. Unit-testing code for robustness  including edge cases  usability  and general reliability.,We are looking for an iOS developer who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the next generation of our mobile applications. ,Design and build advanced applications for the iOS platform Collaborate with cross-functional teams to define  design  and ship new features. Unit-test code for robustness  including edge cases  usability  and general reliability. Work on bug fixing and improving application performance. Continuously discover  evaluate  and implement new technologies to maximize development efficiency.,BS/MS degree in Computer Science  Engineering or a related subject Proven working experience in software development Working experience in iOS development Have published one or more iOS apps in the app store A deep familiarity with Objective-C and Cocoa Touch Experience working with iOS frameworks such as Core Data  Core Animation  Core Graphics and Core Text Experience with third-party libraries and APIs Working knowledge of the general mobile landscape  architectures  trends  and emerging technologies Solid understanding of the full mobile development life cycle
201,IT and Development,Product Manager,,,Creating buy-in for the product vision both internally and with key external partners Developing product pricing and positioning strategies Translating product strategy into detailed requirements and prototypes,We are looking for an experienced Product Manager who is passionate about building products that customers love. You will join a dynamic and fast-paced environment and work with cross-functional teams to design  build and roll-out products that deliver the company’s vision and strategy. ,Gain a deep understanding of customer experience  identify and fill product gaps and generate new ideas that grow market share  improve customer experience and drive growth Create buy-in for the product vision both internally and with key external partners Develop product pricing and positioning strategies Translate product strategy into detailed requirements and prototypes Scope and prioritize activities based on business and customer impact Work closely with engineering teams to deliver with quick time-to-market and optimal resources Drive product launches including working with public relations team  executives  and other product management team members Evaluate promotional plans to ensure that they are consistent with product line strategy and that the message is effectively conveyed Act as a product evangelist to build awareness and understanding Represent the company by visiting customers to solicit feedback on company products and services,Proven work experience in product management or as an associate product manager Proven track record of managing all aspects of a successful product throughout its lifecycle Proven ability to develop product and marketing strategies and effectively communicate recommendations to executive management Solid technical background with understanding and/or hands-on experience in software development and web technologies Strong problem solving skills and willingness to roll up one’s sleeves to get the job Skilled at working effectively with cross functional teams in a matrix organization Excellent written and verbal communication skills MS/BS degree in Computer Science  Engineering or equivalent preferred
202,IT and Development,Systems Engineer,,,Managing and monitoring all installed systems and infrastructure Installing  configuring  testing and maintaining operating systems  application software and system management tools Ensuring the highest levels of systems and infrastructure availability,We are looking for a Systems Engineer to help build out  maintain  and troubleshoot our rapidly expanding infrastructure. What does a systems engineer do? You will be part of a talented team of engineers that demonstrate superb technical competency  delivering mission critical infrastructure and ensuring the highest levels of availability  performance and security. Qualified systems engineers will have a background in IT  computer systems engineering  or systems engineering and analysis. ,Manage and monitor all installed systems and infrastructure Install  configure  test and maintain operating systems  application software and system management tools Proactively ensure the highest levels of systems and infrastructure availability Monitor and test application performance for potential bottlenecks  identify possible solutions  and work with developers to implement those fixes Maintain security  backup  and redundancy strategies Write and maintain custom scripts to increase system efficiency and lower the human intervention time on any tasks Participate in the design of information and operational support systems Provide 2nd and 3rd level support Liaise with vendors and other IT personnel for problem resolution,BS/MS degree in Computer Science  Engineering or a related subject Proven working experience in installing  configuring and troubleshooting UNIX /Linux based environments. Solid experience in the administration and performance tuning of application stacks (e.g. Tomcat  JBoss  Apache  Ruby  NGINX) Solid Cloud experience  preferably in AWS Experience with virtualization and containerization (e.g.  VMware  Virtual Box) Experience with monitoring systems Experience with automation software (e.g.  Puppet  cfengine  Chef) Solid scripting skills (e.g.  shell scripts  Perl  Ruby  Python) Solid networking knowledge (OSI network layers  TCP/IP)
203,IT and Development,Project Manager,,,Coordinating internal resources and vendors for the flawless execution of projects Ensuring that all projects are delivered on-time  within scope and within budget,We are looking for an experienced Project Manager to manage organization of key client projects. What does a Project Manager do? As our project manager  your job will be to coordinate people and processes to ensure that our projects are delivered on time and produce the desired results. You will be the go-to person for everything involving a project’s organization and timeline. Project Manager Duties Specific project manager responsibilities include developing detailed project plans  ensuring resource availability and allocation and delivering every project on time within budget and scope. Project Manager Requirements Project managers should have a background in business skills  management  budgeting and analysis. You should be an excellent communicator and comfortable managing multiple tasks. you also need to be a team player and have a problem-solving aptitude. ,Coordinate internal resources and third parties/vendors for the flawless execution of projects Ensure that all projects are delivered on-time  within scope and within budget Developing project scopes and objectives  involving all relevant stakeholders and ensuring technical feasibility Ensure resource availability and allocation Develop a detailed project plan to track progress Use appropriate verification techniques to manage changes in project scope  schedule and costs Measure project performance using appropriate systems  tools and techniques Report and escalate to management as needed Manage the relationship with the client and all stakeholders Perform risk management to minimize project risks Establish and maintain relationships with third parties/vendors Create and maintain comprehensive project documentation,Great educational background  preferably in the fields of computer science or engineering for technical project managers Proven working experience as a project administrator in the information technology sector Solid technical background  with understanding or hands-on experience in software development and web technologies Excellent client-facing and internal communication skills Excellent written and verbal communication skills Solid organizational skills including attention to detail and multi-tasking skills Strong working knowledge of Microsoft Office PMP / PRINCE II certification is a plus
204,Design,Physical Product Designer,,,Understanding customer needs and requirements Conceptualizing product design and setting specifications Producing and testing product prototypes,We are looking for a Physical Product Designer to design functional and attractive products that people want to use. Physical Product Designer responsibilities include conceptualizing products  crafting specifications and creating models and prototypes. You should be a problem-solver with a knack for understanding user needs. If you possess a creative mind with a practical streak  we’d like to meet you. Your ultimate goal is to build a positive experience for customers through your design. ,Understand customer needs and requirements through design briefs Conceptualize product description and design Craft technical specifications of products considering budgets and materials Create sketches  designs and models Produce and test product prototypes Make sure products meet environmental and health and safety requirements Work together with design  engineering and marketing teams to establish production processes Ensure products are aesthetically pleasing Think of ways to improve existing products,Proven experience as a Physical Product Designer or similar role Proficiency in CAD software/ 3D modeling software Ability to understand technological elements and constraints Strong problem-solving and project-management abilities Creative and analytical mind Attention to detail BSc/MSc in Product Design  Manufacturing Design Engineering or relevant field
205,Design,Product Designer,,,Identifying opportunities for new products Analyzing how a new product ties in with market needs and consumer preferences Setting design requirements based on briefs from internal teams and external partners,We are looking for a Product Designer to work on various products we develop for our customers. Product Designer responsibilities include defining product specifications  creating digital or print drawings and designing fully-functional products. To be successful in this role  you should have an eye for color and shape and be able to translate requirements into practical product features. Ultimately  you will help us build products that are easy to use and visually appealing to our potential customers. ,Identify opportunities for new products Analyze how a new product ties in with market needs and consumer preferences Set design requirements based on briefs from internal teams and external partners Research materials and techniques Sketch drafts on paper or digitally (for example  using CAD) Use 3D modeling software to design products and components Produce prototypes and test functionality Improve the design of existing products Gather feedback from product users,Work experience as a Product Designer or similar role Experience in industrial design Creativity in mixing up colors  shapes and techniques Hands-on experience with computer-aided design (CAD) tools Good knowledge of 3D modeling software Experience with design programs (like Illustrator and Sketch) Time-management skills Adaptability BSc/MSc in Product Design  Manufacturing Design Engineering or relevant field
206,Design,UI/UX Designer,,,Gathering and evaluating user requirements  in collaboration with product managers and engineers Illustrating design ideas using storyboards  process flows and sitemaps Designing graphic user interface elements  like menus  tabs and widgets,We are looking for a UI/UX Designer to turn our software into easy-to-use products for our clients. UI/UX Designer responsibilities include gathering user requirements  designing graphic elements and building navigation components. To be successful in this role  you should have experience with design software and wireframe tools. If you also have a portfolio of professional design projects that includes work with web/mobile applications  we’d like to meet you. Ultimately  you’ll create both functional and appealing features that address our clients’ needs and help us grow our customer base. ,Gather and evaluate user requirements in collaboration with product managers and engineers Illustrate design ideas using storyboards  process flows and sitemaps Design graphic user interface elements  like menus  tabs and widgets Build page navigation buttons and search fields Develop UI mockups and prototypes that clearly illustrate how sites function and look like Create original graphic designs (e.g. images  sketches and tables) Prepare and present rough drafts to internal teams and key stakeholders Identify and troubleshoot UX problems (e.g. responsiveness) Conduct layout adjustments based on user feedback Adhere to style standards on fonts  colors and images,Proven work experience as a UI/UX Designer or similar role Portfolio of design projects Knowledge of wireframe tools (e.g. Wireframe.cc and InVision) Up-to-date knowledge of design software like Adobe Illustrator and Photoshop Team spirit; strong communication skills to collaborate with various stakeholders Good time-management skills BSc in Design  Computer Science or relevant field
207,Design,Junior Designer,,,Participating in various design projects from concept to completion Producing drafts  prototypes and engaging design solutions Listening to feedback to hone skills and improve design,We are looking for a Junior Designer to create engaging designs according to requirements. You will work under the supervision of a Senior Designer to produce high-quality work. In this role  you should be highly creative and have a sharp eye for details. If you’re passionate about design and eager to learn more  we’d like to meet you. Your goal will be to create impactful designs that capture and promote our company vision. ,Understand project requirements and concepts Use various techniques to create drafts  models and prototypes Produce final design solutions (like logos  banners  interfaces) Pitch creative ideas Collaborate with team members to launch projects Take on special design tasks (e.g. color correction) Use feedback from other designers to improve,Up to three years of experience as a Junior Designer Experience with design software (e.g. InVision) and graphics editing tools (e.g. Photoshop  CorelDRAW) Familiarity with design techniques (e.g. prototyping) Understanding of visual elements (layout  type and fonts) Teamwork skills A keen eye for detail Time management and multitasking abilities Creativity skills and problem-solving aptitude BSc/BA in Design or a related field
208,Design,Senior Designer,,,Overseeing all design projects  from conception to delivery Designing original pieces  including illustrations and infographics Reviewing junior designers’ work to ensure high quality,We are looking for a Senior Designer to produce and oversee digital and print creative solutions to address our marketing needs. To be successful in this role  you should have in-depth knowledge of graphic design  styles and layout techniques. You should also have experience executing marketing projects from conception to production  including websites  brochures and product packaging. Ultimately  you will ensure the design team promotes our brand through delivering high quality pieces on tight deadlines. ,Oversee all design projects  from conception to delivery Design original pieces  including illustrations and infographics Review junior designers’ work to ensure high quality Refine images  fonts and layouts using graphic design software Apply typography techniques Generate ideas to portray concepts and advertise products/services Increase user friendliness in digital products Maintain brand consistency throughout all our marketing projects Liaise with marketing and design teams to ensure deadlines are met Stay up-to-date with industry developments and tools,Proven work experience as a Senior Designer  Graphic Designer or similar role Portfolio of completed design projects Hands-on experience with image editing software  like Photoshop and Adobe Illustrator Proficient in design software (e.g. InDesign and Balsamiq) Strong aesthetic skills with the ability to combine various colors  fonts and layouts Attention to visual details Ability to meet deadlines and collaborate with a team BSc degree in Design  Visual Arts or relevant field
209,Design,Visual Designer,,,Collaborating with internal teams to define user interface requirements Combining various colors  shapes and typography fonts to improve user experience Painting by hand and using drawing applications to design original graphics,We are looking for a creative Visual Designer to shape and own the user interface design of our products. For this role  you will collaborate with a cross-functional team  including designers  engineers and product managers to ensure our branding is consistent and appealing. If you have the ability to convey messages and information through illustrations  graphics and patterns  we’d like to meet you. Ultimately  you will design aesthetically-pleasing products that capture our brand and engage our audiences. ,Collaborate with internal teams to define user interface requirements Combine various colors  shapes and typography fonts to improve user experience Paint by hand and use drawing applications to design original graphics Use visual design software to refine illustrations Apply sketching techniques  like gradients and contrasts to enhance digital images Present rough drafts to product managers and/or key stakeholders to gain approval Develop prototypes and models to use in various products to maximize aesthetic consistency Brainstorm new ideas  layouts and graphics Stay up-to-date with design application changes and industry developments,Proven work experience as a Visual Designer  UI Designer or similar role Portfolio of related works (e.g. logos  animations and graphics) Hands-on experience with image editing and digital sketching software  like Photoshop  Indesign and Adobe Illustrator Knowledge of HTML/CSS; JavaScript is a plus Strong aesthetic skills with the ability to combine various colors  fonts and layouts Ability to meet deadlines while working on team projects Attention to visual details BSc degree in Design  Visual Arts or relevant qualification
